price,m2_price,square,rooms,floor,floors,condition,condition_encoded
79800,1093,73,2,7,10,евроремонт,4
50000,1042,48,1,6,9,евроремонт,4
45000,1286,35,1,2,5,хорошее,2
59000,1204,49,1,10,12,хорошее,2
65000,1121,58,3,2,4,евроремонт,4
71500,1051,68,2,9,9,среднее,1
105000,1019,103,3,10,10,евроремонт,4
160000,1231,130,4,5,16,под самоотделку (ПСО),3
112000,882,127,3,9,9,хорошее,2
41000,820,50,1,3,12,хорошее,2
82720,880,94,3,3,12,под самоотделку (ПСО),3
135000,1195,113,3,7,10,евроремонт,4
61000,772,79,2,4,9,под самоотделку (ПСО),3
115000,1045,110,3,10,12,евроремонт,4
99000,1065,93,2,6,9,хорошее,2
39500,1129,35,1,7,9,под самоотделку (ПСО),3
56000,1037,54,1,10,13,среднее,1
72000,1200,60,3,6,10,хорошее,2
46500,989,47,2,1,4,хорошее,2
69000,1000,69,3,1,5,евроремонт,4
165000,1269,130,3,2,9,под самоотделку (ПСО),3
63000,969,65,3,2,5,под самоотделку (ПСО),3
71000,1014,70,3,9,9,под самоотделку (ПСО),3
103000,1392,74,3,2,10,евроремонт,4
69000,1045,66,2,1,9,евроремонт,4
103000,1144,90,3,7,10,под самоотделку (ПСО),3
148000,1345,110,3,8,12,евроремонт,4
54000,1125,48,1,7,10,евроремонт,4
54500,1329,41,1,4,12,евроремонт,4
41500,1153,36,1,3,5,среднее,1
130000,1083,120,3,8,12,евроремонт,4
180000,1731,104,3,7,14,евроремонт,4
46000,885,52,2,8,9,под самоотделку (ПСО),3
72000,900,80,3,2,3,евроремонт,4
152000,1169,130,4,5,16,под самоотделку (ПСО),3
77000,1055,73,2,2,12,евроремонт,4
39480,840,47,1,8,14,евроремонт,4
53000,930,57,2,8,9,хорошее,2
118000,1017,116,4,9,10,под самоотделку (ПСО),3
77000,1013,76,3,6,10,под самоотделку (ПСО),3
58000,784,74,2,2,9,хорошее,2
135000,1262,107,3,6,12,под самоотделку (ПСО),3
48500,1128,43,1,5,9,хорошее,2
33600,600,56,2,8,10,хорошее,2
116048,921,126,4,12,16,хорошее,2
175000,1190,147,3,7,18,хорошее,2
61000,1220,50,2,2,5,евроремонт,4
39480,840,47,1,8,14,под самоотделку (ПСО),3
82000,872,94,2,9,10,хорошее,2
43500,967,45,1,6,9,среднее,1
66500,950,70,3,1,5,евроремонт,4
125000,833,150,3,6,9,хорошее,2
82950,790,105,3,10,12,под самоотделку (ПСО),3
125000,1250,100,3,5,6,среднее,1
58500,975,60,2,7,9,хорошее,2
56000,1217,46,1,6,13,среднее,1
54000,1317,41,1,13,13,евроремонт,4
49000,1114,44,2,6,9,хорошее,2
75000,1071,70,3,2,5,хорошее,2
72000,1108,65,2,7,10,хорошее,2
79800,1535,52,1,6,12,хорошее,2
37500,1136,33,1,1,5,евроремонт,4
85000,1214,70,2,2,9,евроремонт,4
138000,1113,124,4,12,15,под самоотделку (ПСО),3
93000,930,100,3,7,10,под самоотделку (ПСО),3
47000,979,48,1,10,14,под самоотделку (ПСО),3
77500,1047,74,2,9,10,хорошее,2
63000,1016,62,2,5,5,хорошее,2
83000,1482,56,2,7,12,под самоотделку (ПСО),3
64000,1067,60,2,9,10,евроремонт,4
114500,1022,112,3,6,9,хорошее,2
156000,1209,129,4,14,16,под самоотделку (ПСО),3
64000,955,67,2,1,9,евроремонт,4
62410,790,79,2,11,12,под самоотделку (ПСО),3
53500,1115,48,1,1,14,под самоотделку (ПСО),3
50000,1163,43,1,4,9,под самоотделку (ПСО),3
32000,821,39,1,4,7,евроремонт,4
60000,1277,47,1,3,10,евроремонт,4
102500,1139,90,3,3,10,под самоотделку (ПСО),3
160000,1739,92,2,7,15,евроремонт,4
250000,2232,112,3,5,9,евроремонт,4
111800,1300,86,3,6,9,под самоотделку (ПСО),3
165000,1250,132,3,7,8,под самоотделку (ПСО),3
95000,1173,81,2,3,10,евроремонт,4
59000,1204,49,1,5,12,евроремонт,4
108000,1000,108,3,5,6,евроремонт,4
37500,987,38,1,2,3,евроремонт,4
33000,600,55,2,8,10,под самоотделку (ПСО),3
135000,964,140,4,9,11,евроремонт,4
82000,1038,79,3,11,12,евроремонт,4
55500,1156,48,1,6,9,евроремонт,4
285000,1629,175,4,2,10,евроремонт,4
32500,707,46,1,9,9,под самоотделку (ПСО),3
71000,1092,65,2,7,10,евроремонт,4
67000,957,70,3,1,5,евроремонт,4
46500,816,57,2,4,5,хорошее,2
37500,987,38,2,1,4,хорошее,2
57000,1140,50,2,11,12,евроремонт,4
63000,1260,50,2,2,6,евроремонт,4
160000,889,180,3,3,7,евроремонт,4
41400,600,69,2,6,10,под самоотделку (ПСО),3
60200,1180,51,2,2,5,евроремонт,4
75000,1000,75,2,3,9,под самоотделку (ПСО),3
99000,1065,93,2,6,10,под самоотделку (ПСО),3
90000,1125,80,2,9,10,под самоотделку (ПСО),3
86500,883,98,3,5,14,под самоотделку (ПСО),3
60000,1200,50,1,12,15,под самоотделку (ПСО),3
48000,1067,45,2,4,9,хорошее,2
145000,1295,112,4,3,12,евроремонт,4
60500,1163,52,1,6,9,среднее,1
135000,1227,110,3,7,10,евроремонт,4
34500,885,39,1,9,10,под самоотделку (ПСО),3
47000,797,59,2,2,14,евроремонт,4
53500,743,72,2,10,10,под самоотделку (ПСО),3
70500,966,73,2,8,10,евроремонт,4
50500,1262,40,1,5,9,евроремонт,4
46835,850,55,1,12,16,евроремонт,4
51000,440,116,3,1,3,среднее,1
44000,1158,38,2,10,10,хорошее,2
126500,1081,117,3,8,12,евроремонт,4
132000,1179,112,3,3,10,евроремонт,4
70000,959,73,2,9,12,хорошее,2
47000,1022,46,2,1,5,хорошее,2
67000,838,80,3,5,9,под самоотделку (ПСО),3
61000,1052,58,3,4,4,под самоотделку (ПСО),3
31000,646,48,2,7,10,под самоотделку (ПСО),3
112000,1098,102,3,8,10,евроремонт,4
114000,1239,92,3,5,10,евроремонт,4
52000,1238,42,1,9,9,евроремонт,4
75500,733,103,3,4,9,евроремонт,4
59999,800,75,2,8,9,под самоотделку (ПСО),3
46800,600,78,2,3,10,под самоотделку (ПСО),3
31000,646,48,2,5,10,хорошее,2
41400,600,69,2,1,10,под самоотделку (ПСО),3
59998,800,75,2,7,9,среднее,1
57000,877,65,2,6,9,хорошее,2
32500,956,34,1,8,13,евроремонт,4
37500,987,38,1,2,3,хорошее,2
155000,1348,115,4,10,12,евроремонт,4
98000,891,110,4,4,6,евроремонт,4
66000,857,77,3,2,3,среднее,1
105000,1296,81,3,7,11,евроремонт,4
138320,1330,104,3,13,15,под самоотделку (ПСО),3
145000,1082,134,4,6,9,евроремонт,4
60000,682,88,3,13,16,евроремонт,4
135000,964,140,4,9,11,хорошее,2
69000,719,96,3,7,9,под самоотделку (ПСО),3
80000,1000,80,2,10,10,евроремонт,4
65000,650,100,3,3,4,хорошее,2
182000,1058,172,4,3,4,евроремонт,4
79000,1082,73,2,2,10,под самоотделку (ПСО),3
89000,908,98,3,5,14,под самоотделку (ПСО),3
28000,903,31,1,1,2,среднее,1
49500,1076,46,2,3,4,среднее,1
96750,750,129,4,4,12,под самоотделку (ПСО),3
60500,1100,55,2,11,14,под самоотделку (ПСО),3
87000,1192,73,2,9,11,евроремонт,4
51500,746,69,2,13,14,под самоотделку (ПСО),3
72500,1098,66,3,5,9,среднее,1
71500,822,87,3,11,15,евроремонт,4
39500,1197,33,1,4,9,евроремонт,4
69500,979,71,2,4,9,евроремонт,4
29000,659,44,1,16,16,евроремонт,4
28500,750,38,1,7,10,под самоотделку (ПСО),3
86500,1138,76,3,8,10,евроремонт,4
85000,867,98,3,5,14,под самоотделку (ПСО),3
51000,1186,43,1,4,10,евроремонт,4
73750,1250,59,2,7,14,евроремонт,4
47000,1119,42,1,3,12,евроремонт,4
67000,1047,64,2,8,10,хорошее,2
92000,1150,80,2,3,14,евроремонт,4
43500,967,45,1,5,9,евроремонт,4
49500,1053,47,1,2,14,хорошее,2
116000,753,154,4,2,12,хорошее,2
66500,1023,65,3,1,5,евроремонт,4
97500,1250,78,2,5,14,хорошее,2
77000,875,88,2,2,14,евроремонт,4
47000,870,54,1,13,14,под самоотделку (ПСО),3
78000,848,92,3,13,14,под самоотделку (ПСО),3
85000,691,123,4,13,13,под самоотделку (ПСО),3
55500,1156,48,1,6,9,среднее,1
58500,1245,47,1,2,10,евроремонт,4
63500,977,65,2,10,12,евроремонт,4
75200,989,76,2,5,12,хорошее,2
102000,850,120,3,12,14,под самоотделку (ПСО),3
44000,571,77,3,11,11,под самоотделку (ПСО),3
80000,851,94,2,9,9,евроремонт,4
28500,792,36,1,4,9,хорошее,2
43000,956,45,1,5,9,хорошее,2
37000,925,40,1,7,9,евроремонт,4
82400,1030,80,2,9,14,под самоотделку (ПСО),3
165000,1138,145,3,7,10,среднее,1
137000,1142,120,3,8,14,хорошее,2
69000,1062,65,3,1,9,под самоотделку (ПСО),3
105000,1050,100,3,7,10,евроремонт,4
52500,905,58,2,5,6,евроремонт,4
174500,1322,132,4,6,10,евроремонт,4
102672,690,149,3,3,10,под самоотделку (ПСО),3
44000,1100,40,1,10,11,под самоотделку (ПСО),3
99000,1320,75,2,5,9,евроремонт,4
116000,928,125,3,4,9,хорошее,2
63000,969,65,2,4,6,хорошее,2
61000,1052,58,3,2,4,хорошее,2
71500,1051,68,2,9,9,евроремонт,4
41500,988,42,1,3,5,хорошее,2
38800,1176,33,1,2,5,хорошее,2
88000,1205,73,3,10,10,евроремонт,4
69700,850,82,2,12,16,под самоотделку (ПСО),3
66880,880,76,2,10,12,под самоотделку (ПСО),3
56000,875,64,2,10,12,среднее,1
87200,800,109,4,2,10,евроремонт,4
74500,1021,73,2,1,9,евроремонт,4
57500,1085,53,1,13,14,хорошее,2
43000,878,49,1,5,12,хорошее,2
75200,1030,73,2,1,9,евроремонт,4
57500,1077,53,1,13,14,под самоотделку (ПСО),3
75000,1415,53,2,2,12,среднее,1
55200,800,69,2,7,12,евроремонт,4
66500,1198,56,2,9,10,евроремонт,4
58000,1137,51,2,10,12,евроремонт,4
93500,820,114,3,12,12,хорошее,2
59000,1204,49,1,10,13,евроремонт,4
76500,1195,64,2,6,10,под самоотделку (ПСО),3
47000,1013,46,2,1,5,хорошее,2
112000,1018,110,3,10,12,евроремонт,4
38000,731,52,1,5,9,евроремонт,4
109500,1043,105,3,2,10,евроремонт,4
77000,1055,73,2,2,15,евроремонт,4
160000,1455,110,3,3,3,евроремонт,4
85000,1164,73,3,10,11,евроремонт,4
77500,738,105,3,8,9,евроремонт,4
205000,1340,153,4,12,14,под самоотделку (ПСО),3
57900,1034,56,1,8,12,под самоотделку (ПСО),3
62160,1110,56,1,5,18,под самоотделку (ПСО),3
175000,1509,116,3,10,25,евроремонт,4
34000,756,45,2,3,4,евроремонт,4
44500,967,46,2,4,5,хорошее,2
103000,691,149,3,3,10,евроремонт,4
100940,980,103,3,2,14,под самоотделку (ПСО),3
79800,719,111,3,8,14,под самоотделку (ПСО),3
57500,1127,51,2,11,12,хорошее,2
61500,918,67,2,3,10,хорошее,2
71500,1021,70,2,10,10,евроремонт,4
67000,1031,65,2,8,9,евроремонт,4
52000,912,57,3,1,4,евроремонт,4
64500,1265,51,1,8,10,евроремонт,4
71200,1063,67,2,5,12,хорошее,2
44000,1146,38,2,10,10,евроремонт,4
175000,1549,113,2,3,12,евроремонт,4
71200,1063,67,2,5,12,евроремонт,4
97000,1032,94,3,6,13,под самоотделку (ПСО),3
53500,1070,50,2,5,5,среднее,1
44000,978,45,2,7,9,под самоотделку (ПСО),3
40000,1143,35,1,8,9,хорошее,2
66000,1119,59,1,9,10,хорошее,2
50000,980,51,3,4,4,среднее,1
54000,844,64,2,10,12,евроремонт,4
40000,1111,36,1,8,9,евроремонт,4
52600,923,57,3,1,4,хорошее,2
34500,1045,33,1,2,3,хорошее,2
56900,1185,48,2,4,5,хорошее,2
69800,727,96,3,5,10,под самоотделку (ПСО),3
106000,752,141,3,8,12,под самоотделку (ПСО),3
119500,1039,115,4,9,11,евроремонт,4
42000,933,45,1,6,9,под самоотделку (ПСО),3
140000,1045,134,4,3,12,хорошее,2
61200,1055,58,3,4,4,хорошее,2
144000,1051,137,4,5,5,под самоотделку (ПСО),3
64500,1173,55,2,8,9,евроремонт,4
57500,1045,55,2,11,12,хорошее,2
73500,1007,73,3,7,7,евроремонт,4
53000,768,69,2,9,14,евроремонт,4
53500,775,69,2,9,14,под самоотделку (ПСО),3
106000,930,114,3,8,12,под самоотделку (ПСО),3
55500,1047,53,2,5,6,среднее,1
77000,802,96,3,9,10,под самоотделку (ПСО),3
64500,741,87,3,14,14,под самоотделку (ПСО),3
56000,1302,43,2,3,12,евроремонт,4
94000,940,100,3,7,10,под самоотделку (ПСО),3
44200,1105,40,1,10,10,хорошее,2
85500,1006,85,3,10,10,евроремонт,4
51900,1180,44,1,7,10,евроремонт,4
44000,1128,39,1,4,12,евроремонт,4
91000,1083,84,3,8,9,евроремонт,4
67000,1196,56,2,9,10,евроремонт,4
165000,1793,92,2,7,15,евроремонт,4
117000,1000,117,4,9,10,евроремонт,4
58500,1104,53,3,9,14,хорошее,2
32000,889,36,1,4,5,хорошее,2
83000,1012,82,2,10,10,среднее,1
62200,1269,49,1,10,12,евроремонт,4
55200,1150,48,1,1,14,под самоотделку (ПСО),3
49500,934,53,1,12,14,евроремонт,4
54000,1174,46,1,6,13,евроремонт,4
47000,1022,46,1,10,12,евроремонт,4
55000,1122,49,1,7,10,хорошее,2
44000,1158,38,1,3,4,евроремонт,4
147000,1289,114,3,8,10,евроремонт,4
83000,1239,67,3,5,14,евроремонт,4
30000,750,40,1,9,9,под самоотделку (ПСО),3
87200,800,109,3,2,10,под самоотделку (ПСО),3
71500,1192,60,2,4,6,хорошее,2
48000,980,49,1,6,9,евроремонт,4
260000,996,261,4,10,10,евроремонт,4
20500,427,48,1,6,9,под самоотделку (ПСО),3
54000,1019,53,2,5,5,среднее,1
88500,983,90,4,1,5,хорошее,2
77500,824,94,3,7,8,евроремонт,4
60500,945,64,3,4,4,хорошее,2
103000,1030,100,3,2,10,евроремонт,4
47700,973,49,2,4,4,хорошее,2
78500,1019,77,2,8,10,евроремонт,4
110000,1375,80,2,8,10,евроремонт,4
64000,1049,61,2,3,9,хорошее,2
88000,880,100,2,3,14,под самоотделку (ПСО),3
250000,1984,126,3,6,8,евроремонт,4
94000,1175,80,2,7,12,евроремонт,4
265000,2087,127,3,5,8,евроремонт,4
155000,1987,78,2,3,15,под самоотделку (ПСО),3
89000,724,123,3,10,11,хорошее,2
200000,1307,153,4,12,13,под самоотделку (ПСО),3
76000,1000,76,3,6,9,евроремонт,4
85020,1090,78,2,5,10,под самоотделку (ПСО),3
142000,1268,112,4,3,12,евроремонт,4
81000,1012,80,3,1,9,евроремонт,4
76500,797,96,4,11,12,под самоотделку (ПСО),3
44500,1112,40,2,4,4,хорошее,2
70000,1045,67,2,6,9,под самоотделку (ПСО),3
91000,958,95,2,2,12,евроремонт,4
260000,1244,209,4,1,2,под самоотделку (ПСО),3
53000,1019,52,1,2,9,евроремонт,4
50000,1042,48,1,3,10,евроремонт,4
66000,733,90,2,6,16,под самоотделку (ПСО),3
39600,720,55,1,11,16,под самоотделку (ПСО),3
93750,1250,75,2,14,19,под самоотделку (ПСО),3
129200,950,136,3,5,12,под самоотделку (ПСО),3
59000,1180,50,2,11,12,евроремонт,4
78000,1068,73,2,2,12,хорошее,2
42500,1250,34,1,1,5,среднее,1
75000,1119,67,2,10,11,евроремонт,4
45500,755,60,2,14,14,под самоотделку (ПСО),3
99200,820,121,3,13,16,под самоотделку (ПСО),3
54000,1000,54,1,4,14,под самоотделку (ПСО),3
130000,1130,115,3,5,10,евроремонт,4
140000,1250,112,3,7,19,под самоотделку (ПСО),3
62000,1000,62,3,5,5,хорошее,2
122500,770,159,4,5,9,под самоотделку (ПСО),3
17500,427,41,1,2,8,под самоотделку (ПСО),3
114000,1065,107,3,7,8,евроремонт,4
68500,1087,63,3,9,9,среднее,1
135000,1250,108,3,8,15,под самоотделку (ПСО),3
71000,1690,42,1,4,12,евроремонт,4
68000,1097,62,3,9,9,евроремонт,4
165000,1422,116,3,13,17,евроремонт,4
82000,1390,59,2,12,13,евроремонт,4
63000,1050,60,2,1,5,среднее,1
66000,1269,52,2,6,9,евроремонт,4
76500,1034,74,2,9,10,евроремонт,4
91500,1005,91,3,9,12,евроремонт,4
100000,1075,93,свободная планировка,1,10,евроремонт,4
40000,889,45,1,1,9,евроремонт,4
124500,915,136,3,5,12,под самоотделку (ПСО),3
43000,956,45,1,8,10,евроремонт,4
42000,977,43,1,7,9,евроремонт,4
64000,1103,58,3,3,4,хорошее,2
67000,985,68,2,6,9,хорошее,2
77500,1062,73,2,2,12,евроремонт,4
52000,1020,51,2,6,12,евроремонт,4
102000,836,122,5,10,10,под самоотделку (ПСО),3
203360,820,248,5,12,12,под самоотделку (ПСО),3
20000,556,36,1,5,9,под самоотделку (ПСО),3
105000,921,114,3,10,10,под самоотделку (ПСО),3
55000,1146,48,1,1,14,евроремонт,4
78000,743,105,3,10,12,под самоотделку (ПСО),3
67000,985,68,2,9,9,под самоотделку (ПСО),3
51500,888,58,2,9,10,под самоотделку (ПСО),3
75000,1000,75,2,3,9,евроремонт,4
62200,720,86,2,8,16,под самоотделку (ПСО),3
62000,1512,41,1,3,12,евроремонт,4
55000,1375,40,1,11,12,хорошее,2
60200,700,86,2,8,16,под самоотделку (ПСО),3
43500,989,44,1,1,9,хорошее,2
58500,750,78,2,7,14,евроремонт,4
149000,1242,120,3,2,10,евроремонт,4
104000,1010,103,3,11,16,под самоотделку (ПСО),3
115000,1386,83,2,3,8,евроремонт,4
84000,785,107,3,9,13,под самоотделку (ПСО),3
41000,1051,39,1,4,4,хорошее,2
64700,1027,63,2,11,12,евроремонт,4
62000,785,79,2,11,13,под самоотделку (ПСО),3
130000,1461,89,3,5,12,евроремонт,4
93000,1292,72,2,4,12,евроремонт,4
41000,804,51,1,5,12,под самоотделку (ПСО),3
99500,1199,83,3,9,12,под самоотделку (ПСО),3
84000,785,107,3,9,12,под самоотделку (ПСО),3
67500,888,76,3,3,5,хорошее,2
44000,1000,44,1,10,11,евроремонт,4
41500,922,45,1,5,9,хорошее,2
50800,958,53,2,9,9,хорошее,2
50800,958,53,2,9,9,под самоотделку (ПСО),3
17000,944,18,1,4,4,хорошее,2
76000,1027,74,4,4,5,евроремонт,4
46500,1081,43,2,7,10,евроремонт,4
80800,800,101,3,14,16,под самоотделку (ПСО),3
33500,905,37,1,2,4,среднее,1
34000,773,44,1,14,16,под самоотделку (ПСО),3
116000,1221,95,2,9,12,евроремонт,4
80000,1000,80,2,3,14,евроремонт,4
41500,798,52,2,9,13,под самоотделку (ПСО),3
76000,1246,61,2,6,14,под самоотделку (ПСО),3
57600,900,64,2,12,12,под самоотделку (ПСО),3
35000,854,41,1,14,16,среднее,1
57000,919,62,3,4,4,хорошее,2
50770,806,63,1,6,12,под самоотделку (ПСО),3
128000,1133,113,3,2,10,евроремонт,4
39000,907,43,1,9,12,под самоотделку (ПСО),3
60000,1000,60,1,3,10,евроремонт,4
259000,1786,145,4,12,13,под самоотделку (ПСО),3
61500,1183,52,2,4,9,среднее,1
39900,1108,36,1,8,9,евроремонт,4
46500,738,63,3,5,5,хорошее,2
49300,1072,46,1,5,9,евроремонт,4
170000,1181,144,3,10,14,евроремонт,4
94000,1175,80,2,10,14,под самоотделку (ПСО),3
75000,1136,66,2,9,9,хорошее,2
56500,974,58,3,4,4,среднее,1
135000,1250,108,3,8,14,евроремонт,4
47500,864,55,1,2,4,евроремонт,4
36500,936,39,1,9,9,среднее,1
48500,1102,44,2,5,5,под самоотделку (ПСО),3
127000,1270,100,3,3,13,хорошее,2
80000,1081,74,2,1,7,хорошее,2
139500,1041,134,4,3,12,евроремонт,4
27950,650,43,1,15,16,под самоотделку (ПСО),3
63500,1024,62,2,12,16,евроремонт,4
107000,1042,103,3,11,16,под самоотделку (ПСО),3
78310,1025,76,2,11,12,под самоотделку (ПСО),3
51500,954,54,3,3,4,среднее,1
79120,920,86,2,11,13,под самоотделку (ПСО),3
79120,920,86,2,13,13,под самоотделку (ПСО),3
90100,920,98,3,5,13,под самоотделку (ПСО),3
90100,920,98,3,13,13,под самоотделку (ПСО),3
106000,1029,103,3,10,10,евроремонт,4
105000,1129,93,3,2,12,евроремонт,4
112000,1098,102,3,2,12,евроремонт,4
65500,1260,52,2,6,9,хорошее,2
54500,1135,48,2,2,5,среднее,1
69500,1103,63,3,1,9,хорошее,2
57000,1188,48,2,1,5,хорошее,2
52000,1163,45,1,6,9,евроремонт,4
86400,1080,80,2,2,14,под самоотделку (ПСО),3
76500,900,85,2,11,13,под самоотделку (ПСО),3
67000,1175,57,2,9,10,евроремонт,4
104000,1040,100,3,6,10,евроремонт,4
80000,1270,63,2,10,12,евроремонт,4
255000,2277,112,3,5,8,евроремонт,4
167000,1152,145,3,7,10,евроремонт,4
64500,1075,60,2,1,5,евроремонт,4
115000,1353,85,3,1,9,евроремонт,4
265000,2137,124,3,5,9,евроремонт,4
87000,1642,53,1,5,9,евроремонт,4
68000,1360,50,2,2,5,хорошее,2
70000,1207,58,2,5,13,евроремонт,4
260000,1793,145,4,12,12,евроремонт,4
460000,1769,260,6 и более,1,7,евроремонт,4
175000,1606,109,2,7,12,евроремонт,4
55900,1055,53,1,12,15,евроремонт,4
87500,1094,80,2,2,14,под самоотделку (ПСО),3
65000,1066,61,3,2,9,хорошее,2
65500,1129,58,3,4,4,хорошее,2
235000,1516,155,3,5,10,евроремонт,4
64500,1112,58,3,2,4,хорошее,2
48500,1128,43,2,1,4,среднее,1
59500,1240,48,2,3,5,среднее,1
142000,1166,122,4,12,14,хорошее,2
115000,1369,84,3,11,14,евроремонт,4
55500,974,57,3,3,5,среднее,1
57000,1213,47,1,2,14,под самоотделку (ПСО),3
57000,983,58,3,1,5,хорошее,2
59500,1026,58,3,2,4,среднее,1
50000,1111,45,2,2,4,среднее,1
56000,1120,50,2,1,5,хорошее,2
55000,712,77,2,12,12,под самоотделку (ПСО),3
70000,785,89,3,11,12,под самоотделку (ПСО),3
67500,1125,60,2,3,9,хорошее,2
76500,1234,62,3,5,6,хорошее,2
56000,1037,54,2,4,5,среднее,1
77500,1062,73,2,2,12,хорошее,2
98500,1173,84,2,5,10,евроремонт,4
85000,1288,66,3,3,5,хорошее,2
79500,1147,69,2,5,12,хорошее,2
53000,1233,43,2,1,4,хорошее,2
165000,1083,152,3,3,7,хорошее,2
126000,1575,80,2,2,14,евроремонт,4
44000,1000,44,2,4,5,хорошее,2
77000,1100,70,3,4,9,среднее,1
75000,1000,75,2,4,10,евроремонт,4
68000,1153,59,2,3,12,евроремонт,4
87000,1000,87,3,9,9,хорошее,2
63000,1050,60,3,4,5,среднее,1
45000,1047,43,2,2,4,среднее,1
32000,889,36,1,1,5,среднее,1
95000,1056,90,3,9,12,евроремонт,4
180000,1286,140,3,4,10,евроремонт,4
205000,1340,153,4,12,13,под самоотделку (ПСО),3
68500,1142,60,3,1,5,евроремонт,4
77000,975,79,2,3,13,евроремонт,4
40000,976,41,1,15,16,под самоотделку (ПСО),3
54000,1125,48,1,6,12,евроремонт,4
72000,1059,68,2,9,9,евроремонт,4
73000,635,115,3,5,9,под самоотделку (ПСО),3
79000,1082,73,2,1,7,евроремонт,4
63000,955,66,2,1,12,евроремонт,4
77000,762,101,3,12,16,под самоотделку (ПСО),3
125000,1250,100,3,5,9,евроремонт,4
79000,752,105,3,7,14,под самоотделку (ПСО),3
56400,855,66,2,12,14,евроремонт,4
57000,1295,44,1,5,10,евроремонт,4
90000,1154,78,3,5,5,хорошее,2
107000,1039,103,3,1,10,евроремонт,4
68000,1097,62,3,6,9,хорошее,2
73500,1148,64,2,12,13,хорошее,2
58000,1208,48,2,6,9,среднее,1
107000,1189,90,3,4,10,хорошее,2
45120,602,75,3,2,6,под самоотделку (ПСО),3
258000,1500,172,5,7,8,под самоотделку (ПСО),3
59290,770,77,2,5,12,под самоотделку (ПСО),3
365000,2281,160,4,2,8,евроремонт,4
66000,1138,58,3,3,5,хорошее,2
51500,1120,46,2,4,4,евроремонт,4
210000,1556,135,3,3,15,под самоотделку (ПСО),3
108000,1271,85,2,7,10,евроремонт,4
43500,829,52,1,9,12,под самоотделку (ПСО),3
300000,1648,182,свободная планировка,1,13,под самоотделку (ПСО),3
86500,1352,64,2,2,11,евроремонт,4
58000,1000,58,3,1,5,хорошее,2
71000,1044,68,2,9,9,хорошее,2
74000,1121,66,3,5,6,евроремонт,4
107000,1103,97,3,4,14,хорошее,2
53500,1274,42,2,4,4,хорошее,2
82000,1108,74,2,4,14,евроремонт,4
45000,1154,39,1,1,5,хорошее,2
120000,1250,96,3,8,10,евроремонт,4
43500,1145,38,1,10,13,под самоотделку (ПСО),3
95000,864,110,3,7,12,под самоотделку (ПСО),3
54500,790,69,2,9,14,под самоотделку (ПСО),3
53000,1152,46,2,1,4,евроремонт,4
148000,1050,141,3,13,16,евроремонт,4
115000,1150,100,3,11,12,евроремонт,4
119000,1919,62,2,8,12,под самоотделку (ПСО),3
119000,1919,62,2,8,12,евроремонт,4
85000,773,110,3,8,14,под самоотделку (ПСО),3
82500,842,98,3,13,15,хорошее,2
85000,1417,60,2,2,13,евроремонт,4
285000,1096,260,4,10,10,среднее,1
283000,1617,175,4,2,10,евроремонт,4
65000,890,73,2,7,10,хорошее,2
46000,1045,44,2,3,4,хорошее,2
58000,1137,51,2,2,5,среднее,1
76500,956,80,4,3,9,хорошее,2
75600,840,90,3,9,10,под самоотделку (ПСО),3
123000,1025,120,4,2,12,под самоотделку (ПСО),3
112000,1057,106,4,9,10,евроремонт,4
150000,1056,142,3,4,10,евроремонт,4
54799,1166,47,1,6,13,евроремонт,4
98000,1043,94,3,6,13,хорошее,2
58000,1094,53,3,9,14,под самоотделку (ПСО),3
58520,770,76,2,7,12,евроремонт,4
65500,1092,60,3,3,4,хорошее,2
56000,1302,43,1,3,10,под самоотделку (ПСО),3
58864,650,91,3,6,9,под самоотделку (ПСО),3
130000,909,143,4,12,12,хорошее,2
40700,925,44,1,4,9,под самоотделку (ПСО),3
57400,1125,51,1,4,11,хорошее,2
204000,1500,136,3,3,14,хорошее,2
53100,781,68,2,7,12,под самоотделку (ПСО),3
63500,834,76,2,1,9,хорошее,2
71500,723,99,3,14,14,под самоотделку (ПСО),3
68000,1172,58,1,10,12,хорошее,2
57000,1295,44,1,5,10,евроремонт,4
66000,1100,60,2,8,9,хорошее,2
36500,864,42,1,12,14,под самоотделку (ПСО),3
112000,727,154,4,12,14,под самоотделку (ПСО),3
140000,1163,120,3,8,14,под самоотделку (ПСО),3
115920,920,126,4,12,14,под самоотделку (ПСО),3
62000,805,77,2,5,12,под самоотделку (ПСО),3
79000,712,111,3,8,14,под самоотделку (ПСО),3
67000,1000,67,2,4,14,евроремонт,4
53000,1152,46,2,2,4,хорошее,2
78000,1444,54,2,2,12,под самоотделку (ПСО),3
62000,1000,62,2,5,5,евроремонт,4
68000,1133,60,2,9,9,под самоотделку (ПСО),3
145000,1422,102,4,12,12,среднее,1
45100,820,55,2,2,12,евроремонт,4
21420,510,42,1,5,5,среднее,1
60500,1100,55,2,7,9,хорошее,2
53000,828,64,2,2,16,хорошее,2
77000,1100,70,3,5,6,евроремонт,4
39000,1300,30,1,2,5,под самоотделку (ПСО),3
55000,1146,48,2,4,5,евроремонт,4
33440,760,44,1,9,9,евроремонт,4
55000,1058,52,2,2,3,хорошее,2
61500,1025,60,3,2,9,евроремонт,4
181000,1775,102,3,7,14,евроремонт,4
49000,925,53,2,9,12,под самоотделку (ПСО),3
49000,1122,44,1,12,12,под самоотделку (ПСО),3
